id,fecha,usuario,texto,tema,sentimiento,likes,reposts
yt_comm_Ugyukh-bKtawvvRrIQd4AaABAg,2024-01-01,anom_user_yt,"Yo nací en 1980 y en ese tiempo la gente estaba mucho más mal que ahora; los zoomers no inventaron la depresión, la ansiedad o el suicidio es solo que ya no están dispuestos a esconder sus problemas como nosotros teníamos que hacerlo. Antes no podías demostrar en el trabajo que tenias algún tipo de problema porque te despedían al otro día, no podías quejarte del bullyng en la escuela porque era peor, te obligaban a casarte si embarazadas a la novia, si tu padre era abogado o doctor o tenía un negocio tu tenias que estudiar lo mismo, una porqueria",Opinión Pública / Testimonio,real,52,0
yt_comm_UgxP5XYAoPm9tLqpuAJ4AaABAg,2024-01-01,anom_user_yt,"Uno de los factores de preocupación y desesperanza que añadiría para algunos casos particulares (específicamente México y otros países de América Latina), es la cuestión de los altos índices de violencia, criminalidad e inseguridad. Simplemente, en mi país se estima que hay entre 85 y 91 as3s1nat0s (censuro esta palabra para evitar que mi comentario se elimine) por día. Aunado a ello, tenemos 18 de las 50 ciudades más violentas del mundo. Las guerrillas entre c4rt3l3s y ciertos delitos como el cobro de piso (un pago de dinero periódico que comerciantes, vendedores, así como pequeños, medianos y grandes empresarios le deben dar a los grupos de la delincuencia organizada para que no les quiten la vida a ellos y a sus familias) , han contribuido bastante a la expansión de la espiral de violencia que se vive en México desde el 2006.",Opinión Pública / Testimonio,real,21,0
yt_comm_Ugz-ZvQkD4jpVCAiGIh4AaABAg,2024-01-01,anom_user_yt,"Como persona que ha pasado por problemas psiquiátricos hacer un apunte:
La medicación si bien es de gran ayuda, hay que usarla con moderación y saber que esta por sí sola no es lo único necesario para salir adelante.",Opinión Pública / Testimonio,real,3,0
yt_comm_Ugx-IJbv6gu90u_iA6p4AaABAg,2024-01-01,anom_user_yt,Por eso es que la generación __ es la mejor.,Opinión Pública / Testimonio,real,4,0
yt_comm_UgzJHfHl-bpqSZOG13p4AaABAg,2024-01-01,anom_user_yt,"Tengo 26 años (nacida en 1998) y llevo ya casi año y medio de baja por motivos psicológicos que no están aún muy claros. Diagnostico: Enfermedad común, ansiedad. Posible TDAH para lo cual me recetaron pastilla diaria y estuve un año con antidepresivos que acabé dejando al no ser capaz de tomarlos con la periodicidad adecuada y percibir que me estaban dañando más que lo que me ayudaban. Además de otras tantas pastillas para poder sobrellevar los ataques y dormir algo.

También al no comer con regularidad me pusieron TCA (aunque tengo hasta sobrepeso y nunca me ha importado demasiado, al revés me veo hermosa tal como sea) y algo de sociopatía (Cluster) que tampoco han sabido o podido decirme nada al respecto. Desde niña aprendí a leer con 2 años, devoraba libros y sacaba altas calificaciones sin estudiar, con una amplia y rápida comprensión general, dado lo cual quisieron hacerme las pruebas de altas capacidades, pero mis padres no accedieron, en parte por ignorancia y en parte por miedo a que esto incrementara el acoso escolar; al que estuve sometida desde Infantil (3 años) hasta mediados de la Secundaria (14-15 años). Hubo muchos problemas en mi casa a nivel familiar, con discusiones, algo de desconexión del resto de la familia por haber hecho vida en otra provincia (en la que yo nací) y jamás vi amor entre mis padres.

En resumen: no tengo ni idea de quien soy, ni de que me pasa, ni de que quiero para mi vida (la cual llegue al punto de intentar quitarme). Pero toma pastillas, haz como si nada y algún día estarás mejor. Viva la seguridad social. Tengo mareos, debilidad y dolores frecuentes también, pues vitamina D y apañao. Al menos he decir que me pusieron un buen psicólogo que me ayudó a que hoy en día, limpia de drogas y alcohol pueda escribir estas líneas, pero aún así siento que lo que me pasa a mí es un ejemplo de un problema a nivel social.

No recibimos la información adecuada sobre como gestionar nuestras emociones y sentimientos hasta que ya es demasiado tarde o hasta que las asociamos a un posible trastorno o nos llevan al límite. No hay una adecuada cohesión social que nos una más allá de nuestras diferencias ni tampoco se valora lo suficiente a cada persona independientemente de su procedencia, ideología... No hay una regularización apropiada del trabajo que haga que este sea un aporte a la sociedad a la par que permita una vida digna ni un tiempo de desconexión y de descanso.

PD: Por si alguien lo dudaba o le importaba, antes de la baja trabajé 3 años en el sector de la seguridad y cara al público, además de que me encanta ayudar y sí me realiza mucho trabajar, siempre y cuando sea de una forma útil y adecuada (no 70 horas a la semana, con cambios de turno aleatorios, ni siquiera rotativos y muchas horas absurdas o ni siquiera tiempo de desconexión porque en cualquier momento te llaman y tienes que ir porque ""pobres tus compañeros"" que a la empresa no le da la gana buscar una solución que no pase por la explotación de unos u otros). También vivo sola, pagando mi propio alquiler de una buhardilla y mis facturas como puedo desde que empecé a trabajar.",Opinión Pública / Testimonio,real,32,0
yt_comm_UgwTzEsiQpDfrDlslu54AaABAg.A9YY-r-nghAA9_qJ1FeyCJ,2024-01-01,anom_user_yt,"Dos dos bro, si hay diferencias generacionales, no digo que una gen sea mejor que otra, pero algunas si estan marcadas por pandemias sean biológicas o psicológicas, y otras no",Opinión Pública / Testimonio,real,4,0
yt_comm_UgwTzEsiQpDfrDlslu54AaABAg.A9YY-r-nghAAAz8kF6rzkP,2024-01-01,anom_user_yt,"el problema de esto es la autodiagnosis de casos severos con ofendiditos que tienen distimia y ausencia de figuras paternas funcionales, por el acceso a internet y las redes sociales con su propaganda w0ke con meros fines de ingeniería social",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwTzEsiQpDfrDlslu54AaABAg.A9YY-r-nghAAO_hD1IZE6z,2024-01-01,anom_user_yt," @NelsonSimonelli  por un lado hay que tener cojones y no ser una victimina  eterna, pero tambien no hay que ahogar los traumas en la rudeza o en drogas y alcohol",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwTzEsiQpDfrDlslu54AaABAg.A9YY-r-nghAAAKVADw19U8,2024-01-01,anom_user_yt,"Antes se enfrentaban esos problemas, ahora se ponen a llorar incompetentemente.
Hace falta un reseteo en la humanidad que ya es débil de carácter y acciones.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwTzEsiQpDfrDlslu54AaABAg.A9YY-r-nghAA9aBmFeCGyB,2024-01-01,anom_user_yt,"Si también pero ahora muchos llegan a tener depresiones y ansiedad por no poder comprar un IPhone o cancelaron su serie favorita, los problemas que imagino tuvo tu padre eran de verdad.",Opinión Pública / Testimonio,real,6,0
yt_comm_UgwTzEsiQpDfrDlslu54AaABAg.A9YY-r-nghAA9eGwaJC138,2024-01-01,anom_user_yt,"​ @eltipodelcementerio Amigo hace 300 años te podías deprimir por tonterías también, cómo no recibír un juguete, un libro, buying etc.. hoy solo tienen más visibilidad y estadísticamente somos más, es lógico que se vean más casos, matemáticas bro..",Opinión Pública / Testimonio,real,2,0
yt_comm_Ugy-QwmVou4b4N-br4R4AaABAg.A9YGc87FzNYA9Yd92Sr3x7,2024-01-01,anom_user_yt,Gracias. ☺️☺️☺️ Hoy sí necesito comentarios como este.,Opinión Pública / Testimonio,real,20,0
yt_comm_Ugy-QwmVou4b4N-br4R4AaABAg.A9YGc87FzNYA9Ytdee18N6,2024-01-01,anom_user_yt,"​ @psicovlog ánimos compadrito, es un gusto ver tus videos, con la calidad y seriedad que tienen, eres un referente respecto a tu área, y definitivamente me han ayudado mucho a darme cuenta del funcionamiento de mis pensamientos, saludos desde Chile",Opinión Pública / Testimonio,real,4,0
yt_comm_Ugy-QwmVou4b4N-br4R4AaABAg.A9YGc87FzNYA9ZSJ1WGpFy,2024-01-01,anom_user_yt,"confirmo, este ha sido uno de los videos que mas me encanto",Opinión Pública / Testimonio,real,5,0
yt_comm_Ugy3hR1jb_aPf5iOp_54AaABAg.A9cmRT66L5vA9hNP5aa-5U,2024-01-01,anom_user_yt,"Exactamente es eso lo que me pasa. Antes siendo chofer, zapatero o saber solo ingles ya te daba el dinero para tener una casita y una esposa e hijos. Ahora con lo que gano no puedo conseguir nada y pareciera que todos alrededor te lo recuerdan constantemente, que a los 22 ya tienen hijos y una casa.",Opinión Pública / Testimonio,real,3,0
yt_comm_Ugy3hR1jb_aPf5iOp_54AaABAg.A9cmRT66L5vAAVnGaAVpGs,2024-01-01,anom_user_yt,"@lucycartman tu comentario me llego al corazón, gracias por haber más gente como tu o yo que no se quedan callados y alzan la voz diciendo la cruda realidad",Opinión Pública / Testimonio,real,1,0
yt_comm_Ugy3hR1jb_aPf5iOp_54AaABAg.A9cmRT66L5vAAY58cY9Pe_,2024-01-01,anom_user_yt,"Eso es más una cuestión de perspectiva, tienes que conocer el estado económico actual de tu entorno país/estado/ciudad con el cual lo comparas, no es lo mismo comprar una casa en Miami o New York que en un rancho olvidado por dios en África, adicional tampoco es bueno comparar épocas en la que el país pasaba por buenos o malos momentos, regresando al caso de US en los 50's un limpiador de pisos ganaba lo suficientemente para mantener a una familia de 4, pagar escuela, pagar facturas y evitar que la esposa trabaje, actualmente ni con los dos padres trabajando pueden sostener una familia de 3 con la misma calidad de vida que en los 50's, por lo cual es una comparativa sin sentido, no vale la pena compararse con los demás, lo más importante es saber que quieres para tu vida y que quieres para ti, yo por ejemplo tengo casa propia, un coche y un negocio que va bien dentro de lo que cabe, al igual que tú ya en unos meses cumplo 29 y entro a la última vuelta para entrar al tercer piso, pero yo nunca me compare con nadie, no envidie a nadie yo solo trabaje para mí y por mi, hoy vivo una vida tranquila y feliz.
Te recomendaría simplemente hacer un mini plan de vida, lo más importante es vivir feliz, lo material y el dinero como bien dicen algunos ""cuando te mueres nada te llevas"".",Opinión Pública / Testimonio,real,1,0
yt_comm_Ugy3hR1jb_aPf5iOp_54AaABAg.A9cmRT66L5vA9huzmMh6xE,2024-01-01,anom_user_yt,"Sin embargo eso no quiere decir que tus padres hayan sido felices. Ojo, esto no es para justificar este sistema actual, lo que digo es que una vida en base a logros vacíos e impuestos por la sociedad, no es necesariamente un sinónimo de bien. 
No es de extrañar que la gente de las generaciones antiguas sea tan resentida y violenta muchas veces debido a que vivieron lo que había y no lo que querían. 
Sin ir más lejos, con la gente que vive de YouTube. Se suele tener está mirada de que es de ""vago"", ""inútil"", cuando no necesariamente es así. ""Agarra la pala"", ""anda a picar piedra"", ""cállate y labura"" y más boludeces para justificar su esclavitud.
Cómo argentino, al igual que vos, abras visto que muchos consideran que trabajar es sinónimo absoluto de sufrimiento. Voy a dejarme tratar como una Mula para después autocomplacerme diciendo que hice un trabajo por la humanidad. 
Muchos se criaron mediante la culpa debido a la gran influencia arrastrada por parte del cristianismo. De ahí por qué no comentan lo que les pasa, no por fuerza, por represión.
Si la gente de antes hubiese tenido redes sociales... Te pensas que no las habrían aprovechado? 
Cuántas personas mayores se pelean por política en facebook?
Pienso que al final del día, depende de la tolerancia al existencialismo que tenga cada uno.
Algunos van a encontrar un sentido, otros no y algunos van a tardar más. 
Pero como persona que nació en el 2000' y que ha pasado por muchas de estas cosas, mi consejo es no romantizar tampoco lo de antes. 
Sacar partido a lo mejor de cada tiempo.",Opinión Pública / Testimonio,real,5,0
yt_comm_Ugy3hR1jb_aPf5iOp_54AaABAg.A9cmRT66L5vA9jc_WE49NE,2024-01-01,anom_user_yt,"Vayan al  campo, los terrenos estan baratos",Opinión Pública / Testimonio,real,1,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9a2Mgh1UgY,2024-01-01,anom_user_yt,"No me gustaría hacer una contraparte que pueda resultar hostil o que haga menos lo que mencionas, pero creo que antes era peor, las pocas personas mayores que he conocido que se atreven a revelar su vida temprana realmente cuentan cosas que hoy nadie dudaría en juzgar como malas con toda la razón y eran lo más normal que podía haber, ciertamente no dejan de pasar cosas horribles hoy en día pero hay mucha más consideración en la actualidad.",Opinión Pública / Testimonio,real,8,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9bGW57FItz,2024-01-01,anom_user_yt,"Así es, antes las separaciones de pareja frente a los hijos era peor ​ @rbssls ",Opinión Pública / Testimonio,real,1,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9c1tlPRnjf,2024-01-01,anom_user_yt,"No conozco a nadie con una familia funcional, actualmente he visto niños en familias más funcionales, por ejemplo cuando visité a un familiar de un amigo a su hija se le cayo un vaso de vidrio y la mamá solo la regaño y  le dijo que lo limpiara, a mí se me hubiese caído uno de plástico y pasaba la noche en el hospital.",Opinión Pública / Testimonio,real,2,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9eSVqMkeMf,2024-01-01,anom_user_yt,"Yo creo que ese tema de las familias disfuncionales, es algo que sucede en todas las generaciones, de hecho creo que en los ultimos tiempos hubo alguna mejoría incluso. Pero la diferencia de estas generaciones de ahora con las de antes es que la de ahora se ven forzadas a permanecer con esa familia disfuncional por mas tiempo de lo que las generaciones anteriores lo hacían, por el problema económico de acceso a la vivienda   de hoy en dia.
Antes podrias tener una familia disfuncional y todo pero apenas cumplias la mayoria de edad (o algunos incluso antes) podias conseguir un trabajo que te permita independizarte, salir de tu casa problematica y poner distancia con tu familia, y hasta formar la tuya propia.
Las generaciones de ahora ya no tienen ese privilegio porque para cualquier trabajo te piden monton de estudios y experiencias. Entonces muchos optan por entrar en la universidad la cual no se pueden costear solos por lo que debe permanecer durante ese tiempo de universidad en casa de sus padres aun (inicios de los 20's años) o si no estudian en la universidad, igualmente au trabajo es muy precario como para poder permitirse salir de casa de sus padres. Por eso no es raro que se llegue a los 30s y que haya monton de gente que vive aun con sus padres, y esa es la cuestión. Si tu familia es disfuncional, no es lo mismo aguantar unos 18 años eso y luego tener la opción y libertad de salir de ese ambiente, que estar aguantando eso 30 años con la incertidumbre de si podras siquiera alguna vez salir de ahi.
Creo que esa es la gran diferencia de antes con lo de ahora.",Opinión Pública / Testimonio,real,3,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9Z8_11GCN5,2024-01-01,anom_user_yt,Eso que dices es verdadero,Opinión Pública / Testimonio,real,3,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9cF0V4l8Kk,2024-01-01,anom_user_yt,"No es igual, pero sí es un patrón que se ha llevado desde antes, las familias disfuncionales.
Hoy por lo menos se separan, antes se tenían que quedar juntos sin importar que podrían el seno familiar.

Aunque evidentemente, aunque se separan y ya no se hacen daño estando cerca, buscan maneras de joderse a la distancia, usando a los hijos como arma.

Es un tema más complejo, el problema no es el divorcio, sino como se maneja este, y más que nada el egoísmo de los padres que primero ven por cumplir sus caprichos antes que velar por las necesidades de sus hijos.",Opinión Pública / Testimonio,real,3,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9iiC5DO6ht,2024-01-01,anom_user_yt,Cierto en mi caso crecí sin una  figura paterna y mi madre también se ausentaba frecuentemente fui más criado por mi abuela y mis tias además de mi padrino.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWAACZMiUafZi,2024-01-01,anom_user_yt,"Ah bueno, no querer superar traumas",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9jn3eBiZ_J,2024-01-01,anom_user_yt,​@CuentaYoutube-rs1unla mayoría de los traumas vienen de familias con parejas casadas no de las divorciadas.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9kl-zpHyHz,2024-01-01,anom_user_yt,Eso solo es cuestión de tiempo.,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9cQNn9P0xj,2024-01-01,anom_user_yt,"Yo siento que simplemente es porque las parejas ya no son felices, desde que las mujeres pueden trabajar, ahora ambos discuten más que nunca, ya que ninguno tiene el tiempo suficiente, eso genera discusiones y futuras separaciones. Las parejas eran más felices cuándo la mujer se encargaba del hogar y el hombre de generar dinero, así cada uno tenía su propia preocupación, ahora se estresan el doble.  En parte creo que si, el feminismo y diversidad si han lastimado a la familia tradicional",Opinión Pública / Testimonio,real,0,0
yt_comm_UgwdipGLGK60ylQeKE94AaABAg.A9YkQc02jgWA9wgx4dfVhT,2024-01-01,anom_user_yt,"​​​ @joseg9446 no entiendo por qué dices lo de la diversidad; y sobre lo del feminismo, creo que es bastante indirecto, sucede que antes con lo que ganaba un hombre era suficiente para mantener a una familia y ahora ya no es suficiente.
Éso desemboca en más estrés y descuida los otros aspectos de la familia. Ya que ambos tienen que trabajar y la parte del hogar no se resuelve sola.
No creo que el feminismo cargue con el 100% de la culpa de que éso haya pasado, aunque le haya abierto la puerta.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedA9_IseZRz7d,2024-01-01,anom_user_yt,"Eso de vernos solo como maquinas yo pienso que en antiguedad era aun mas marcado, de hecho siento que actualmente estan mas humanizados aunque siguen cayendo en varias cosas, tambien depende mucho del lugar y donde. Que al final estos estudios generacionales son muy ambiguos q mi percepcion pq si creo que hay tendencias pero creo que la brecha y variables  que hay son demasiadas para asumir como verdad absoluta",Opinión Pública / Testimonio,real,2,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedAA-EH1CYVzd,2024-01-01,anom_user_yt,Debería ser especial un profesional por ser un recurso escaso pero la cultura de monetizacion donde un mal profesor es aquel que gane menos dinero aniquila toda superación y esfuerzo.,Opinión Pública / Testimonio,real,1,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedAAe4pSOKckJ,2024-01-01,anom_user_yt,"Me pasó lo mismo, soy de TI y me pongo en tus zapatos.
En algunos muchos trabajos no te aceptan si no eres un todologo aunque tú formación principal sea una, quieren que sepas de todo para ahorrarse personal y pagarte una miseria.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedA9n4uGuJou4,2024-01-01,anom_user_yt,"Eso pensaba del entorno laboral, resulta que la universidades nos enseñan la carrera y poco más, no nos enseñan a buscar trabajo, lo que debes saber es que no es imposible obtener experiencia, deberás hacer pasantía en una empresa y te tocará 3 escenarios posibles:
1-Te pagan poco pero es porque te enseñan en el proceso
2-No te pagan pero vas aprendiendo
3-Debes pagarle a la empresa para trabajar en ella

Y lastimosamente así es el mundo laboral, no puedes esperar a ganar mucho dinero desde el minuto uno por tener un titulo porque dejó de ser especial",Opinión Pública / Testimonio,real,1,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedAACZ82c-nLX,2024-01-01,anom_user_yt,Bienvenido al munfo real donde tienes que ganarte tu puesto por tus habilidades y no por tus sentimientos y emociones. Si no estás dispuesto a esfozarte verdaderamente y darle prioridad al ocio pues no esperes a llegar a ningún sitio. Las cosas no caen del cielo y así ha sido siempre,Opinión Pública / Testimonio,real,0,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedAAe5C2exTqQ,2024-01-01,anom_user_yt,"​ @ernestojosecalvoestevez199 Ni tanto...Hay mucho con altas capacidades, lo que hay poco son los puestos y se los ganan los contactos cercanos a los jefes.",Opinión Pública / Testimonio,real,0,0
yt_comm_UgzYUEjhaMaFi5GuWQl4AaABAg.A9YoA1a7LedAAJJIJW8_W8,2024-01-01,anom_user_yt,Pues pon un puesto de tacos. Y punto. El mundo no te debe nada. ....,Opinión Pública / Testimonio,real,0,0
yt_comm_UgwbFLJZ3paA7pcqZo14AaABAg.A9YkejF0soDA9ijASxihXW,2024-01-01,anom_user_yt,"El problema es que hoy en día para tener una cálida de vida óptima debes ser obligatoriamente empresario o bien trading no basta con tener un título universitario y diplomados otras alternativa es tener buenas amistades académicas, políticas o laborales que te aseguren buenos cargos públicos o privados bien remunerados.",Opinión Pública / Testimonio,real,4,0
yt_comm_UgwbFLJZ3paA7pcqZo14AaABAg.A9YkejF0soDA9narlFtl_3,2024-01-01,anom_user_yt,Estoy de acuerdo contigo jamid . No sólo la generación z sino los milrnials tmbn alguna parte de ellos. Por q las escuelas abren carreras pero no abren puertas de trabajo . Solo te botan al salir . 😅,Opinión Pública / Testimonio,real,3,0
